Order,Part Number,Quantity,Balance,Total Price,Value of Balance,Customer Number,Customer Name,Due Date,Part Description,Unit,Curr,Total Price ($),Date of Execution,Order Status,Territory Name,Family Description,Country,Sales Rep Name,is_executed
SO24000466,MRK-CC Peel,100,100,0.0,0.0,101791,Inkit Laser Studio,2024-06-13,CC Peel Patient Brochures,ea,CAD,0.0,2024-11-06,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO24000466,MRK00108_CA,1,1,0.0,0.0,101791,Inkit Laser Studio,2024-06-13,Rapid QS Roll Up Banner,ea,CAD,0.0,2024-11-06,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO24000468,Roll Up Rapid Vanish,1,1,0.0,0.0,100910,Celtic Heart Health & Beauty Day Spa,2024-06-14,Roll Up Rapid Vanish,ea,CAD,0.0,2024-06-17,Paid,Saskatchewan,Default part family,Canada,Assaf Sinai,True
SO24000473,PRD-DPC-SR580,-2,-2,-2000.0,-2000.0,100574,R Spa,2024-06-18,Hand Piece 3.4/580 Skin Rejuvenation,ea,CAD,-2000.0,2024-11-06,Confirmed,Ontario EAST,Handles,Canada,General,True
SO24000489,000,-1,-1,-1351.5,-1351.5,101570,Clear Skin Spa,2024-06-24,Rebate reference SC24000422,ea,CAD,-1351.5,2024-06-24,Confirmed,Ontario Beauty,Default part family,Canada,Sabah Shaikh,True
SO24000509,PRD-DPC-HR635R,3,1,17700.0,5900.0,101159,Skin Studio (Sherin Azzam),2024-06-28,HR635 Hand Piece,ea,CAD,17700.0,2024-06-28,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO24000510,PRD-DPC-HR635R,-3,-1,-999.99,-333.33,101159,Skin Studio (Sherin Azzam),2024-06-28,HR635 Hand Piece,ea,CAD,-999.99,2024-06-28,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO24000512,Shipping Ontario,1,1,25.0,25.0,100507,Refresh Salon and Spa,2024-06-28,Shipping and handling,ea,CAD,25.0,2024-07-01,Confirmed,Ontario WEST,Default part family,Canada,General,True
SO24000516,PRD-DPC-SR580R,1,1,0.0,0.0,100965,Spa Plumeria (Sukhdev Kaur Kainth),2024-06-28,SR580/3.4 cooling hand piece,ea,CAD,0.0,2024-07-02,Confirmed,Ontario Beauty,Used Handle,Canada,Sabah Shaikh,True
SO24000518,PRD-DPC-HR635,2,2,0.0,0.0,101878,Nu Roots Health,2024-07-03,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-08-02,Paid,Ontario Beauty,Handles,Canada,Michelle Boudreau,True
SO24000519,MRK00900_PROrev.001ww,1,1,0.0,0.0,101918,Dr. Assumpta Efobi Professional Corp,2024-07-04,Rapid DPC PRO Decal,ea,CAD,0.0,2024-07-11,Paid,Alberta,Default part family,Canada,Kathie Abou-Mechrek,True
SO24000525,DPC Yearly Warranty,3,3,11700.0,11700.0,100965,Spa Plumeria (Sukhdev Kaur Kainth),2024-07-09,DPC Bumper to Bumper Maint - 1 year Warranty,ea,CAD,11700.0,2024-07-09,Confirmed,Ontario Beauty,Warranty,Canada,General,True
SO24000525,PRD-DPC-HR635R,1,1,0.0,0.0,100965,Spa Plumeria (Sukhdev Kaur Kainth),2024-07-09,HR635 Hand Piece,ea,CAD,0.0,2024-07-09,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO24000525,PRD-DPC-SR580R,1,1,0.0,0.0,100965,Spa Plumeria (Sukhdev Kaur Kainth),2024-07-09,SR580/3.4 cooling hand piece,ea,CAD,0.0,2024-07-09,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO24000530,PRD-DPC-HR635R,2,1,0.0,0.0,101344,Elizabeth Beauty Bar,2024-07-11,HR635 Hand Piece,ea,CAD,0.0,2024-07-12,Confirmed,Ontario Beauty,Used Handle,Canada,Michelle Boudreau,True
SO24000534,Train-1,2,2,0.0,0.0,101456,Tiffany Aesthetics,2024-07-15,Training & Certification,ea,CAD,0.0,2024-07-15,Confirmed,Newfoundland,Default part family,Canada,General,True
SO24000535,PRD-DPC-HR635,1,1,6900.0,6900.0,100834,IGlow Tan and Spa,2024-07-15,Hand Piece 6.4/635 Hair Removal,ea,CAD,6900.0,2024-07-15,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO24000535,Shipping Ontario,1,1,0.0,0.0,100834,IGlow Tan and Spa,2024-07-15,Shipping and handling,ea,CAD,0.0,2024-07-15,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO24000551,PRD-DPC-HR635R,-1,-1,-1000.0,-1000.0,101033,Thrive Beauty Bar,2024-07-18,HR635 Hand Piece,ea,CAD,-1000.0,2024-07-18,Confirmed,Prince Edward Island,Used Handle,Canada,General,True
SO24000554,PRD-FLOW-635L,1,1,0.0,0.0,101808,Lotus Wax + Laser Bar,2024-07-22,Flow 6.4 hand piece,ea,CAD,0.0,2024-07-29,Paid,Ontario Beauty,Handles,Canada,Michelle Boudreau,True
SO24000555,PRD-FLOW-635L,1,1,0.0,0.0,101926,Skin Spa Medical Esthetics,2024-07-22,Flow 6.4 hand piece,ea,CAD,0.0,2024-08-02,Paid,Ontario Beauty,Handles,Canada,Petherick Jennifer,True
SO24000556,PRD-DPC-HR635,2,2,0.0,0.0,101925,Dr. Phil Sammut,2024-07-22,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-07-29,Confirmed,Ontario Beauty,Handles,Canada,Sabah Shaikh,True
SO24000557,MRK00900_PROrev.001ww,1,1,0.0,0.0,101927,Fennec Den Esthetics Inc.,2024-07-23,Rapid DPC PRO Decal,ea,CAD,0.0,2024-08-02,Paid,Alberta,Default part family,Canada,Jackie Kaufman,True
SO24000557,PRD-FLOW-635L,1,1,0.0,0.0,101927,Fennec Den Esthetics Inc.,2024-07-23,Flow 6.4 hand piece,ea,CAD,0.0,2024-08-02,Paid,Alberta,Handles,Canada,Jackie Kaufman,True
SO24000561,Train-1,2,2,1125.0,1125.0,101187,WinterHolmes Spa,2024-07-25,Training & Certification,ea,CAD,375.0,2024-07-25,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO24000565,PRD-FLOW-635S,1,1,0.0,0.0,101931,Sugar Coated Yeg Inc.,2024-07-29,Flow 3.4 hand piece,ea,CAD,0.0,2024-07-30,Confirmed,Alberta,Handles,Canada,Kathie Abou-Mechrek,True
SO24000569,Train-2,1,1,1000.0,1000.0,100528,St. Lawrence College,2024-07-30,Training & Certification,ea,CAD,1000.0,2024-07-30,Confirmed,Ontario EAST,Default part family,Canada,Melissa Anfuso,True
SO24000571,PRD-DPC-HR635,2,2,0.0,0.0,101930,Kase Body Works,2024-07-31,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-09-03,Paid,Ontario Beauty,Handles,Canada,Michelle Boudreau,True
SO24000572,Roll Up Rapid DPC,1,1,0.0,0.0,101932,Bel-Espri Medical Aesthetics,2024-07-31,Roll Up Rapid DPC,ea,CAD,0.0,2024-08-19,Paid,Ontario EAST,Default part family,Canada,Michelle Boudreau,True
SO24000574,PRD-DPC-HR635,2,2,0.0,0.0,101928,Simone-Maison de Beaute,2024-08-06,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-10-11,Confirmed,Quebec,Handles,Canada,Kim Benisty,True
SO24000580,PRD-FLOW-635L,1,1,0.0,0.0,101937,Beauty on Queen,2024-08-13,Flow 6.4 hand piece,ea,CAD,0.0,2024-08-15,Paid,Ontario Beauty,Handles,Canada,Sabah Shaikh,True
SO24000581,PRD-00100R,-1,-1,-791.0,-791.0,100542,Dr. Shelley Glover,2024-08-13,HR635/6.4 cooling hand piece Round,ea,$,-1085.85,2024-08-13,Confirmed,Florida,Used Handle,United States,General,True
SO24000591,MRK00108_FR_CA,1,1,0.0,0.0,101938,La Maison Esthetique,2024-08-15,Rapid QS Roll Up Banner French,ea,CAD,0.0,2024-08-19,Confirmed,Quebec,Default part family,Unknown,Kim Benisty,True
SO24000595,PRD-DPC-HR635R,-1,-1,-900.0,-900.0,101208,The Soothing Relief Massage,2024-08-20,HR635 Hand Piece,ea,CAD,-900.0,2024-08-20,Confirmed,Alberta,Used Handle,Canada,General,True
SO24000596,PRD-00100R,-1,-1,-4842.0,-4842.0,100542,Dr. Shelley Glover,2024-08-21,HR635/6.4 cooling hand piece Round,ea,$,-6586.24,2024-08-21,Confirmed,Florida,Used Handle,United States,General,True
SO24000597,Credit,-1,-2,-900.0,-1800.0,101671,Diamond Skin & Laser,2024-08-22,Credit,ea,CAD,-900.0,2024-08-22,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO24000600,PRD-00100R,-1,-1,-801.0,-801.0,100613,Bliss Body Care,2024-08-22,HR635/6.4 cooling hand piece Round,ea,CAD,-801.0,2024-08-22,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO24000602,MRK00559Rev.001ww,1,1,0.0,0.0,101940,Neu Clinic Inc,2024-08-23,Rapid Smooth Roll Up Banner,ea,CAD,0.0,2024-08-28,Paid,Ontario Beauty,Default part family,Canada,Assaf Sinai,True
SO24000602,Smooth Regular Warrant,2,2,0.0,0.0,101940,Neu Clinic Inc,2024-08-23,SMOOTH Additional Year Regular Warranty,ea,CAD,0.0,2024-08-28,Paid,Ontario Beauty,Default part family,Canada,Assaf Sinai,True
SO24000606,Train-2,1,1,750.0,750.0,100569,New Image Esthetics,2024-08-26,Training & Certification,ea,CAD,750.0,2024-08-26,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO24000608,PRD-DPC-HR635,-1,-1,-900.0,-900.0,101503,José Bastien Esthetic (Bulles & Rose),2024-08-27,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2024-08-27,Confirmed,Quebec,Handles,Canada,General,True
SO24000610,PRD-DPC-HR635R,2,1,11178.0,5589.0,100653,Beautilux Parlour (Farnaz Ghavami),2024-09-03,HR635 Hand Piece,ea,CAD,11178.0,2024-08-30,Confirmed,British Columbia,Used Handle,Canada,Assaf Sinai,True
SO24000610,Shipping Canada,1,1,173.7,173.7,100653,Beautilux Parlour (Farnaz Ghavami),2024-09-03,Shipping and handling,ea,CAD,173.7,2024-08-30,Confirmed,British Columbia,Default part family,Canada,Assaf Sinai,True
SO24000612,PRD-DPC-HR635,2,1,0.0,0.0,101946,Soft N Shiny Laser by Marian,2024-09-04,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-09-13,Paid,Ontario Beauty,Handles,Canada,Michelle Boudreau,True
SO24000612,Roll Up Rapid DPC,1,1,0.0,0.0,101946,Soft N Shiny Laser by Marian,2024-09-04,Roll Up Rapid DPC,ea,CAD,0.0,2024-09-13,Paid,Ontario Beauty,Default part family,Canada,Michelle Boudreau,True
SO24000613,30-034,3,1,0.0,0.0,101943,Unity Healthcare Solutions Inc.,2024-09-05,Wall-mount Hand Piece Rack,ea,CAD,0.0,2024-09-05,Confirmed,Manitoba,Default part family,Canada,Tara Jordan,True
SO24000622,MRK00978.CA,1,1,0.0,0.0,100425,Canadian Beauty College - Vaughan Head Office,2024-09-10,Omnimax S4 Roll Up Banner,ea,CAD,0.0,2024-10-03,Confirmed,Ontario WEST,Marketing Parts,Canada,Assaf Sinai,True
SO24000622,PRD-00002,-1,-1,0.0,0.0,100425,Canadian Beauty College - Vaughan Head Office,2024-09-10,Laser peeling fractional Er:YAG 2940nm,ea,CAD,0.0,2024-10-03,Confirmed,Ontario WEST,Handles,Canada,Assaf Sinai,True
SO24000622,PRD-00112,-1,-1,0.0,0.0,100425,Canadian Beauty College - Vaughan Head Office,2024-09-10,Laser tattoo removal Nd:YAG QS 1064nm-Round,ea,CAD,0.0,2024-10-03,Confirmed,Ontario WEST,Handles,Canada,Assaf Sinai,True
SO24000623,MRK00978.CA,1,1,0.0,0.0,100435,Canadian Beauty College Ajax,2024-09-10,Omnimax S4 Roll Up Banner,ea,CAD,0.0,2024-10-08,Confirmed,Ontario WEST,Marketing Parts,Canada,Assaf Sinai,True
SO24000623,PRD-00112,-1,-1,0.0,0.0,100435,Canadian Beauty College Ajax,2024-09-10,Laser tattoo removal Nd:YAG QS 1064nm-Round,ea,CAD,0.0,2024-10-08,Confirmed,Ontario WEST,Handles,Canada,Assaf Sinai,True
SO24000624,MRK00978.CA,1,1,0.0,0.0,100426,Canadian Beauty College - Mississauga Location,2024-09-10,Omnimax S4 Roll Up Banner,ea,CAD,0.0,2024-10-08,Confirmed,Ontario Medical,Marketing Parts,Canada,Assaf Sinai,True
SO24000624,PRD-00002,-1,-1,0.0,0.0,100426,Canadian Beauty College - Mississauga Location,2024-09-10,Laser peeling fractional Er:YAG 2940nm,ea,CAD,0.0,2024-10-08,Confirmed,Ontario Medical,Handles,Canada,Assaf Sinai,True
SO24000624,PRD-00100,-1,-1,0.0,0.0,100426,Canadian Beauty College - Mississauga Location,2024-09-10,HR 635/6.4 cooling hand piece Round,ea,CAD,0.0,2024-10-08,Confirmed,Ontario Medical,Handles,Canada,Assaf Sinai,True
SO24000624,PRD-00104,-1,-1,0.0,0.0,100426,Canadian Beauty College - Mississauga Location,2024-09-10,SR 580/6.4 cooling hand piece-Round,ea,CAD,0.0,2024-10-08,Confirmed,Ontario Medical,Handles,Canada,Assaf Sinai,True
SO24000624,PRD-00106,-1,-1,0.0,0.0,100426,Canadian Beauty College - Mississauga Location,2024-09-10,Acne 415/6.4 cooling hand piece-Round,ea,CAD,0.0,2024-10-08,Confirmed,Ontario Medical,Handles,Canada,Assaf Sinai,True
SO24000624,PRD-00107,-1,-1,0.0,0.0,100426,Canadian Beauty College - Mississauga Location,2024-09-10,IR Hand Piece 3.4 cm-Round,ea,CAD,0.0,2024-10-08,Confirmed,Ontario Medical,Handles,Canada,Assaf Sinai,True
SO24000624,PRD-00110,-1,-1,0.0,0.0,100426,Canadian Beauty College - Mississauga Location,2024-09-10,RF Body Hand piece + 4 tips-Round,ea,CAD,0.0,2024-10-08,Confirmed,Ontario Medical,Handles,Canada,Assaf Sinai,True
SO24000624,PRD-00113,-1,-1,0.0,0.0,100426,Canadian Beauty College - Mississauga Location,2024-09-10,VP² 1.5cm² 535nm cooling hand piece-Round,ea,CAD,0.0,2024-10-08,Confirmed,Ontario Medical,Handles,Canada,Assaf Sinai,True
SO24000624,PRD-LASER-NQS,1,1,13950.0,13950.0,100426,Canadian Beauty College - Mississauga Location,2024-09-10,Tattoo Removal Nd:YAG QS 1064nm,ea,CAD,13950.0,2024-10-08,Confirmed,Ontario Medical,Handles,Canada,Assaf Sinai,True
SO24000625,MRK00978.CA,1,1,0.0,0.0,100521,Canadian Beauty College - Newmarket,2024-09-10,Omnimax S4 Roll Up Banner,ea,CAD,0.0,2024-10-08,Confirmed,Ontario Beauty,Marketing Parts,Canada,Assaf Sinai,True
SO24000625,PRD-00002,-1,-1,0.0,0.0,100521,Canadian Beauty College - Newmarket,2024-09-10,Laser peeling fractional Er:YAG 2940nm,ea,CAD,0.0,2024-10-08,Confirmed,Ontario Beauty,Handles,Canada,Assaf Sinai,True
SO24000625,PRD-00112,-1,-1,0.0,0.0,100521,Canadian Beauty College - Newmarket,2024-09-10,Laser tattoo removal Nd:YAG QS 1064nm-Round,ea,CAD,0.0,2024-10-08,Confirmed,Ontario Beauty,Handles,Canada,Assaf Sinai,True
SO24000625,PRD-00113,-1,-1,0.0,0.0,100521,Canadian Beauty College - Newmarket,2024-09-10,VP² 1.5cm² 535nm cooling hand piece-Round,ea,CAD,0.0,2024-10-08,Confirmed,Ontario Beauty,Handles,Canada,Assaf Sinai,True
SO24000625,PRD-RF-FACE,1,1,3950.0,3950.0,100521,Canadian Beauty College - Newmarket,2024-09-10,RF Face (1 Tip),ea,CAD,3950.0,2024-10-08,Confirmed,Ontario Beauty,Handles,Canada,Assaf Sinai,True
SO24000628,PRD-DPC-HR635,2,2,0.0,0.0,101948,Derma Haus,2024-09-11,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-09-11,Paid,Manitoba,Handles,Canada,Tara Jordan,True
SO24000628,Poster Rapid DPC,1,1,0.0,0.0,101948,Derma Haus,2024-09-11,Poster Rapid DPC,ea,CAD,0.0,2024-09-11,Paid,Manitoba,Default part family,Canada,Tara Jordan,True
SO24000635,PRD-DPC-HR635,-1,-1,-900.0,-900.0,101490,DermaConcept,2024-09-13,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2024-09-13,Confirmed,Quebec,Handles,Canada,General,True
SO24000637,PRD-DPC-HR635,-1,-1,-900.0,-900.0,101394,Lashes by Kendra,2024-09-16,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2024-09-16,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO24000642,PRD-DPC-HR635,2,2,0.0,0.0,101947,Doll Face Beauty Ltd,2024-09-17,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-10-02,Paid,British Columbia,Handles,Canada,Kathie Abou-Mechrek,True
SO24000648,PRD-DPC-HR635,-1,-1,-900.0,-900.0,101288,Southwest Laser Clinic,2024-09-18,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2024-09-18,Confirmed,Saskatchewan,Handles,Canada,General,True
SO24000649,000,-1,-1,-375.0,-375.0,101187,WinterHolmes Spa,2024-09-18,Clinical training (Half Day) - Virtual,ea,CAD,-375.0,2024-09-18,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO24000649,Train-2,1,1,750.0,750.0,101187,WinterHolmes Spa,2024-09-18,Training & Certification,ea,CAD,750.0,2024-09-18,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO24000652,PRD-DPC-HR635,2,2,0.0,0.0,101951,Leena's Laser Center,2024-09-18,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-12-02,Paid,British Columbia,Handles,Canada,Kathie Abou-Mechrek,True
SO24000654,PRD-FLOW-635L,1,1,0.0,0.0,101944,Sans Beauty & Laser,2024-09-18,Flow 6.4 hand piece,ea,CAD,0.0,2024-11-18,Paid,Ontario Beauty,Handles,Canada,Sabah Shaikh,True
SO24000655,PRD-FLOW-635L,1,1,0.0,0.0,101950,Glowology Laser and Esthetics (Brow & Lash Beaut,2024-09-20,Flow 6.4 hand piece,ea,CAD,0.0,2024-09-23,Paid,Alberta,Handles,Canada,Jackie Kaufman,True
SO24000657,PRD-DPC-HR635,2,2,0.0,0.0,101952,Hairmode Ltd.,2024-09-20,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-10-21,Paid,Ontario Beauty,Handles,Canada,Michelle Boudreau,True
SO24000663,MRK000901_rev002.ww,1,1,0.0,0.0,101945,La Pause V Beaute,2024-09-23,Rapid DPC Pro Window Decal,ea,CAD,0.0,2024-12-03,Paid,Quebec,Default part family,Canada,Kim Benisty,True
SO24000663,MRK00982DPCPRO CA,1,1,0.0,0.0,101945,La Pause V Beaute,2024-09-23,Rapid Pro Roll Up Banner Eng,ea,CAD,0.0,2024-12-03,Paid,Quebec,Default part family,Canada,Kim Benisty,True
SO24000663,PRD-FLOW-635L,1,1,0.0,0.0,101945,La Pause V Beaute,2024-09-23,Flow 6.4 hand piece,ea,CAD,0.0,2024-12-03,Paid,Quebec,Handles,Canada,Kim Benisty,True
SO24000664,PRD-DPC-HR635,2,2,0.0,0.0,101752,Makeup Ink,2024-09-23,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-10-24,Paid,Ontario Beauty,Handles,Canada,Nellie Mahravan,True
SO24000665,PRD-DPC-HR635,-3,-3,-2612.0,-2612.0,100714,Restoration Medical Aesthetics,2024-09-24,Hand Piece 6.4/635 Hair Removal,ea,$,-1215.92,2024-09-24,Confirmed,Colorado,Handles,United States,General,True
SO24000665,PRD-DPC-SR580,-1,-1,-1000.0,-1000.0,100714,Restoration Medical Aesthetics,2024-09-24,Hand Piece 3.4/580 Skin Rejuvenation,ea,$,-1351.02,2024-09-24,Confirmed,Colorado,Handles,United States,General,True
SO24000687,Train-2,1,1,0.0,0.0,101034,Pure + Simple (Yorkville),2024-10-02,Training & Certification,ea,CAD,0.0,2024-10-02,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO24000689,PRD-DPC-HR635R,-1,-1,-900.0,-900.0,101620,AVR Laser Studio,2024-10-02,HR635 Hand Piece,ea,CAD,-900.0,2024-10-02,Confirmed,British Columbia,Used Handle,Canada,General,True
SO24000691,PRD-DPC-HR635,2,2,0.0,0.0,101956,Bloom Goddess Esthetics,2024-10-03,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-10-11,Paid,Manitoba,Handles,Canada,Tara Jordan,True
SO24000695,000,-1,-1,-5899.99,-5899.99,101607,Stellar Link Enterprise Ltd,2024-10-04,2024 Q 3 - Quarterly Partner Survey Winner,ea,CAD,-5899.99,2024-10-04,Confirmed,British Columbia,Default part family,Canada,Natasha Turnbull,True
SO24000695,PRD-DPC-HR635R,1,1,5900.0,5900.0,101607,Stellar Link Enterprise Ltd,2024-10-04,HR635 Hand Piece,ea,CAD,5900.0,2024-10-04,Confirmed,British Columbia,Used Handle,Canada,Natasha Turnbull,True
SO24000700,PRD-DPC-HR635,-1,-1,-900.0,-900.0,101247,Ottawa SMP,2024-10-08,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2024-10-08,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO24000702,8-900,-1,-1,-801.0,-801.0,100892,Deluxe Medi Spa,2024-10-09,HR 635/6.4 cooling hand piece,ea,CAD,-801.0,2024-10-09,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO24000704,PRD-00100,-1,-1,-712.0,-712.0,100350,Omnilaser Honduras (Jose Antonio Zuniga),2024-10-09,HR 635/6.4 cooling hand piece Round,ea,$,-973.99,2024-10-09,Confirmed,California,Handles,United States,General,True
SO24000704,PRD-00130R,-1,-1,-712.0,-712.0,100350,Omnilaser Honduras (Jose Antonio Zuniga),2024-10-09,SR580/6.4 cooling hand piece Round,ea,$,-973.99,2024-10-09,Confirmed,California,Used Handle,United States,General,True
SO24000706,8-900R,-1,-1,-801.0,-801.0,100101,Elite Laser Lounge,2024-10-09,HR635/6.4 cooling hand piece Rectangular,ea,CAD,-801.0,2024-10-09,Confirmed,Ontario WEST,Used Handle,Canada,General,True
SO24000719,PRD-DPC-HR635,-1,-1,-900.0,-900.0,101318,Lash Laser Lab (RM Dollhouse),2024-10-16,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2024-10-16,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO24000723,Roll Up Rapid QS,1,1,0.0,0.0,101963,Brantford Laser Clinic,2024-10-21,Roll Up Rapid QS,ea,CAD,0.0,2024-10-21,Paid,Ontario Beauty,Default part family,Canada,Michelle Boudreau,True
SO24000724,30-034,1,1,0.0,0.0,101964,Bella Beauty Inc.,2024-10-21,Wall-mount Hand Piece Rack,ea,CAD,0.0,2024-10-25,Paid,Ontario Beauty,Default part family,Canada,Sabah Shaikh,True
SO24000724,PRD-DPC-HR635,1,1,0.0,0.0,101964,Bella Beauty Inc.,2024-10-21,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-10-25,Paid,Ontario Beauty,Handles,Canada,Sabah Shaikh,True
SO24000726,PRD-DPC-SR580,-1,-1,-1000.0,-1000.0,101395,Nked Beauty (Jessica Sheridan),2024-10-21,Hand Piece 3.4/580 Skin Rejuvenation,ea,CAD,-1000.0,2024-10-21,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO24000728,PRD-DPC-SR580,-1,-1,-800.0,-800.0,100824,York Street Spa Inc.,2024-10-21,Hand Piece 3.4/580 Skin Rejuvenation,ea,CAD,-800.0,2024-10-21,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO24000732,Roll Up Rapid QS,1,1,0.0,0.0,101965,Better Skin Ltd,2024-10-22,Roll Up Rapid QS,ea,CAD,0.0,2024-10-24,Paid,Alberta,Default part family,Canada,Jackie Kaufman,True
SO24000733,MRK000901_rev002.ww,1,1,0.0,0.0,101958,Au Premier Coiffure Inc.,2024-10-22,Rapid DPC Pro Window Decal,ea,CAD,0.0,2024-11-19,Confirmed,Quebec,Default part family,Canada,Kim Benisty,True
SO24000733,MRK00982DPCPRO CA,1,1,0.0,0.0,101958,Au Premier Coiffure Inc.,2024-10-22,Rapid Pro Roll Up Banner Eng,ea,CAD,0.0,2024-11-19,Confirmed,Quebec,Default part family,Canada,Kim Benisty,True
SO24000733,PRD-FLOW-635L,1,1,0.0,0.0,101958,Au Premier Coiffure Inc.,2024-10-22,Flow 6.4 hand piece,ea,CAD,0.0,2024-11-19,Confirmed,Quebec,Handles,Canada,Kim Benisty,True
SO24000737,PRD-DPC-HR635R,-1,-1,-900.0,-900.0,101671,Diamond Skin & Laser,2024-10-25,HR635 Hand Piece,ea,CAD,-900.0,2024-10-25,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO24000745,PRD-DPC-HR635,-1,-1,-900.0,-900.0,100848,Mouvement Santé Beauté,2024-10-29,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2024-10-29,Confirmed,Quebec,Handles,Canada,General,True
SO24000746,MRK000901_rev002.ww,1,1,0.0,0.0,101955,O'Panache,2024-10-29,Rapid DPC Pro Window Decal,ea,CAD,0.0,2025-01-03,Paid,Quebec,Default part family,Canada,Kim Benisty,True
SO24000746,PRD-FLOW-635L,1,1,0.0,0.0,101955,O'Panache,2024-10-29,Flow 6.4 hand piece,ea,CAD,0.0,2025-01-03,Paid,Quebec,Handles,Canada,Kim Benisty,True
SO24000748,PRD-DPC-HR635,2,2,0.0,0.0,101967,Aurora Rejuve and Laser,2024-10-29,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-12-04,Paid,Manitoba,Handles,Canada,Tara Jordan,True
SO24000753,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,101345,Ella Bella Production,2024-10-30,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2024-10-30,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO24000755,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,101858,Studio Malibu Spa,2024-10-30,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2024-10-30,Confirmed,Quebec,Handles,Canada,General,True
SO24000763,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,101731,Hoor Aesthetics,2024-11-01,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2024-11-01,Confirmed,Manitoba,Handles,Canada,General,True
SO24000764,PRD-FLOW-635L,1,1,0.0,0.0,101970,Glamvibe Studio,2024-11-04,Flow 6.4 hand piece,ea,CAD,0.0,2024-11-14,Confirmed,British Columbia,Handles,Canada,Kathie Abou-Mechrek,True
SO24000766,PRD-DPC-HR635,2,2,0.0,0.0,101969,Sugarology,2024-11-04,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2024-11-14,Paid,Manitoba,Handles,Canada,Tara Jordan,True
SO24000772,PRD-DPC-HR635,-1,-1,-900.0,-900.0,101461,Honey Smooth Laser Studio,2024-11-06,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2024-11-06,Confirmed,British Columbia,Handles,Canada,General,True
SO24000778,PRD-FLOW-635L,1,1,0.0,0.0,101972,Laserpeak Spa Inc.,2024-11-07,Flow 6.4 hand piece,ea,CAD,0.0,2024-11-14,Paid,Alberta,Handles,Canada,Jackie Kaufman,True
SO24000784,Shipping Ontario,1,1,0.0,0.0,101180,Esti-Medix Advanced Laser and Spa (Gina Marcelli,2024-11-11,Shipping and handling,ea,CAD,0.0,2024-11-11,Confirmed,Ontario Beauty,Default part family,Canada,Ciarah Gonzalez,True
